Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
February 29 2020,Dakota,MN,Passenger,0,1,1,30,31,3.23
May 31 2022,Lake,FL,Passenger,1,0,1,21,22,4.55
May 31 2022,Powhatan,VA,Passenger,1,0,1,2,3,33.33
December 31 2020,Maui,HI,Passenger,2,0,2,30,32,6.25
August 31 2022,Sonoma,CA,Passenger,1,1,2,87,89,2.25
June 30 2023,Santa Clara,CA,Passenger,11,3,14,188,202,6.93
April 30 2017,Lane,OR,Passenger,0,1,1,250,251,0.40
January 31 2019,Hennepin,MN,Passenger,2,0,2,106,108,1.85
July 31 2021,Fairbanks North Star,AK,Passenger,0,1,1,87,88,1.14
March 31 2023,Eau Claire,WI,Passenger,1,0,1,1,2,50.00
July 31 2019,Goochland,VA,Passenger,1,1,2,265,267,0.75
October 31 2019,Klickitat,WA,Passenger,43,37,80,15663,15743,0.51
March 31 2019,Okanogan,WA,Truck,0,0,0,16438,16438,0.00
May 31 2019,San Francisco,CA,Passenger,2,1,3,111,114,2.63
October 31 2019,Saginaw,MI,Passenger,1,0,1,12,13,7.69
January 31 2017,Dale,AL,Passenger,0,1,1,66,67,1.49
September 30 2017,Twin Falls,ID,Passenger,0,1,1,23,24,4.17
March 31 2021,Thurston,WA,Passenger,1432,823,2255,197243,199498,1.13
July 31 2019,Denver,CO,Passenger,1,0,1,130,131,0.76
September 30 2023,Parker,TX,Passenger,0,1,1,13,14,7.14
August 31 2020,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
December 31 2017,Alameda,CA,Passenger,0,1,1,356,357,0.28
June 30 2022,Arlington,VA,Passenger,1,0,1,130,131,0.76
September 30 2017,Pend Oreille,WA,Passenger,3,4,7,9373,9380,0.07
April 30 2022,Currituck,NC,Passenger,1,0,1,23,24,4.17
January 31 2017,Brown,WI,Passenger,1,0,1,46,47,2.13
March 31 2020,Whatcom,WA,Truck,3,0,3,43024,43027,0.01
July 31 2021,Chelan,WA,Passenger,350,101,451,54710,55161,0.82
September 30 2018,Walla Walla,WA,Passenger,36,50,86,35922,36008,0.24
August 31 2020,Lincoln,WA,Truck,0,0,0,4649,4649,0.00
June 30 2017,Wahkiakum,WA,Passenger,0,2,2,2832,2834,0.07
March 31 2019,Travis,TX,Passenger,4,1,5,215,220,2.27
June 30 2022,Williamsburg,VA,Passenger,0,1,1,7,8,12.50
February 28 2017,Dallas,TX,Passenger,1,0,1,212,213,0.47
July 31 2018,Mercer,NJ,Passenger,0,1,1,21,22,4.55
January 31 2019,Wahkiakum,WA,Passenger,1,1,2,3004,3006,0.07
October 31 2022,Whatcom,WA,Truck,20,0,20,43075,43095,0.05
August 31 2022,Cumberland,PA,Passenger,1,0,1,43,44,2.27
January 31 2019,Fairfax,VA,Passenger,4,2,6,809,815,0.74
April 30 2023,Riverside,CA,Passenger,6,1,7,404,411,1.70
November 30 2018,Hardin,KY,Passenger,0,1,1,107,108,0.93
January 31 2023,Orange,CA,Passenger,10,3,13,361,374,3.48
October 31 2021,Lane,OR,Passenger,0,2,2,123,125,1.60
February 28 2018,El Paso,TX,Passenger,1,0,1,525,526,0.19
June 30 2019,DuPage,IL,Passenger,2,0,2,64,66,3.03
March 31 2023,Lewis,WA,Passenger,295,195,490,58759,59249,0.83
May 31 2021,Benton,WA,Passenger,502,384,886,136040,136926,0.65
June 30 2022,San Diego,CA,Passenger,18,8,26,2423,2449,1.06
January 31 2022,Anne Arundel,MD,Passenger,3,1,4,363,367,1.09
July 31 2023,Chelan,WA,Passenger,647,168,815,54200,55015,1.48
June 30 2020,Los Angeles,CA,Passenger,6,12,18,1030,1048,1.72
November 30 2017,San Juan,WA,Truck,0,0,0,5571,5571,0.00
October 31 2017,Garfield,WA,Passenger,1,0,1,1315,1316,0.08
July 31 2020,San Francisco,CA,Passenger,2,1,3,97,100,3.00
August 31 2017,Northampton,PA,Passenger,0,1,1,97,98,1.02
October 31 2022,Rock Island,IL,Passenger,0,1,1,14,15,6.67
April 30 2021,Whatcom,WA,Passenger,1356,582,1938,151080,153018,1.27
November 30 2021,San Juan,WA,Passenger,473,147,620,14187,14807,4.19
October 31 2023,Fulton,GA,Passenger,1,1,2,50,52,3.85
July 31 2021,Howard,MD,Passenger,0,1,1,68,69,1.45
September 30 2021,Okanogan,WA,Passenger,67,44,111,26529,26640,0.42
January 31 2023,Yakima,WA,Truck,8,0,8,61159,61167,0.01
December 31 2019,Fairfax,VA,Passenger,5,2,7,765,772,0.91
May 31 2017,Marion,OR,Passenger,1,0,1,178,179,0.56
June 30 2023,Lee,AL,Passenger,1,0,1,15,16,6.25
June 30 2021,El Dorado,CA,Passenger,1,0,1,35,36,2.78
April 30 2017,Lincoln,WA,Passenger,2,4,6,7482,7488,0.08
November 30 2021,Cowlitz,WA,Truck,0,1,1,29013,29014,0.00
June 30 2022,Alexandria,VA,Passenger,4,0,4,107,111,3.60
June 30 2018,Ada,ID,Passenger,0,2,2,333,335,0.60
December 31 2023,San Juan,WA,Truck,24,0,24,5860,5884,0.41
September 30 2023,Coryell,TX,Passenger,1,0,1,66,67,1.49
April 30 2019,Pacific,WA,Passenger,23,28,51,15915,15966,0.32
August 31 2019,Ventura,CA,Passenger,0,2,2,316,318,0.63
May 31 2018,San Francisco,CA,Passenger,0,1,1,130,131,0.76
October 31 2019,Jones,GA,Passenger,1,0,1,1,2,50.00
November 30 2023,Whatcom,WA,Truck,83,0,83,42308,42391,0.20
December 31 2022,Clark,WA,Truck,51,0,51,81851,81902,0.06
July 31 2017,Charles,MD,Passenger,0,1,1,88,89,1.12
January 31 2020,,,Passenger,6,2,8,415,423,1.89
May 31 2019,Allegheny,PA,Passenger,1,0,1,90,91,1.10
October 31 2018,Klamath,OR,Passenger,1,0,1,36,37,2.70
January 31 2022,Miami-Dade,FL,Passenger,1,0,1,90,91,1.10
June 30 2021,Loudoun,VA,Passenger,1,0,1,74,75,1.33
September 30 2023,Tarrant,TX,Passenger,1,0,1,82,83,1.20
October 31 2018,Shasta,CA,Passenger,1,0,1,45,46,2.17
December 31 2023,Essex,NJ,Passenger,2,0,2,8,10,20.00
April 30 2023,Douglas,WA,Truck,7,0,7,12918,12925,0.05
March 31 2021,Washtenaw,MI,Passenger,0,1,1,32,33,3.03
January 31 2021,Cowlitz,WA,Passenger,188,129,317,72149,72466,0.44
January 31 2017,Chelan,WA,Passenger,54,28,82,51900,51982,0.16
January 31 2021,Anne Arundel,MD,Passenger,2,1,3,402,405,0.74
April 30 2019,San Joaquin,CA,Passenger,1,0,1,139,140,0.71
February 28 2022,Lincoln,OR,Passenger,0,1,1,32,33,3.03
June 30 2021,Dakota,MN,Passenger,0,1,1,28,29,3.45
May 31 2022,Collin,TX,Passenger,3,0,3,98,101,2.97
February 28 2019,Asotin,WA,Passenger,12,9,21,12679,12700,0.17
March 31 2023,Kern,CA,Passenger,1,1,2,195,197,1.02
March 31 2021,Island,WA,Truck,0,0,0,21426,21426,0.00
May 31 2021,Denver,CO,Passenger,1,0,1,117,118,0.85
February 29 2020,Sedgwick,KS,Passenger,1,1,2,98,100,2.00
September 30 2023,Washoe,NV,Passenger,1,0,1,50,51,1.96
July 31 2020,Jefferson,WA,Passenger,249,142,391,24732,25123,1.56
September 30 2017,Lincoln,WA,Passenger,2,6,8,7563,7571,0.11
November 30 2019,Stevens,WA,Truck,0,0,0,18790,18790,0.00
February 28 2021,Douglas,WA,Truck,0,0,0,12512,12512,0.00
July 31 2020,Contra Costa,CA,Passenger,4,3,7,301,308,2.27
May 31 2020,Honolulu,HI,Passenger,4,2,6,473,479,1.25
January 31 2022,Boone,MO,Passenger,0,1,1,11,12,8.33
August 31 2019,Larimer,CO,Passenger,1,0,1,58,59,1.69
January 31 2024,Mercer,NJ,Passenger,0,1,1,7,8,12.50
May 31 2022,Kittitas,WA,Passenger,248,80,328,29745,30073,1.09
October 31 2017,Mason,WA,Truck,0,0,0,19461,19461,0.00
April 30 2022,Okaloosa,FL,Passenger,0,1,1,108,109,0.92
January 31 2022,Hillsborough,FL,Passenger,0,2,2,143,145,1.38
May 31 2022,Baltimore,MD,Passenger,1,0,1,81,82,1.22
September 30 2023,Mobile,AL,Passenger,1,0,1,25,26,3.85
November 30 2023,Yuba,CA,Passenger,1,0,1,47,48,2.08
January 31 2022,Jefferson,WA,Passenger,383,197,580,24674,25254,2.30
January 31 2024,Multnomah,OR,Passenger,1,1,2,356,358,0.56
September 30 2018,Washoe,NV,Passenger,1,0,1,117,118,0.85
October 31 2021,Pacific,WA,Truck,0,0,0,7986,7986,0.00
September 30 2018,St. Mary's,MD,Passenger,1,0,1,215,216,0.46
July 31 2022,Muscogee,GA,Passenger,0,1,1,121,122,0.82
May 31 2022,New Haven,CT,Passenger,0,2,2,34,36,5.56
December 31 2021,Los Angeles,CA,Passenger,6,7,13,889,902,1.44
December 31 2021,Sonoma,CA,Passenger,0,1,1,94,95,1.05
November 30 2022,Stafford,VA,Passenger,3,1,4,87,91,4.40
October 31 2022,Cumberland,PA,Passenger,1,0,1,44,45,2.22
January 31 2020,Jefferson,WA,Truck,0,0,0,9658,9658,0.00
July 31 2021,Pulaski,MO,Passenger,1,0,1,139,140,0.71
March 31 2022,Douglas,NE,Passenger,1,2,3,49,52,5.77
April 30 2017,Island,WA,Passenger,108,129,237,59754,59991,0.40
August 31 2020,Kauai,HI,Passenger,1,0,1,16,17,5.88
February 29 2020,Camden,NJ,Passenger,0,2,2,21,23,8.70
March 31 2022,Powhatan,VA,Passenger,1,0,1,2,3,33.33
October 31 2020,Benton,WA,Passenger,402,339,741,134633,135374,0.55
September 30 2021,DeKalb,GA,Passenger,1,0,1,61,62,1.61
July 31 2021,Honolulu,HI,Passenger,5,2,7,427,434,1.61
April 30 2019,Grant,WA,Truck,0,0,0,26424,26424,0.00
October 31 2023,Cochise,AZ,Passenger,1,0,1,47,48,2.08
November 30 2021,Klamath,OR,Passenger,1,0,1,31,32,3.12
January 31 2017,Kitsap,WA,Truck,1,0,1,52378,52379,0.00
May 31 2019,Placer,CA,Passenger,1,0,1,109,110,0.91
February 28 2023,Larimer,CO,Passenger,1,0,1,37,38,2.63
October 31 2020,Duval,FL,Passenger,0,2,2,372,374,0.53
June 30 2023,Ray,MO,Passenger,0,1,1,0,1,100.00
November 30 2019,Suffolk,VA,Passenger,1,0,1,125,126,0.79
February 29 2024,Nueces,TX,Passenger,2,1,3,41,44,6.82
March 31 2023,Pinal,AZ,Passenger,0,1,1,99,100,1.00
March 31 2021,Yamhill,OR,Passenger,1,0,1,43,44,2.27
June 30 2019,Palm Beach,FL,Passenger,0,2,2,85,87,2.30
June 30 2023,Berkeley,SC,Passenger,0,1,1,101,102,0.98
May 31 2018,Manassas,VA,Passenger,0,1,1,9,10,10.00
April 30 2020,Columbia,WA,Truck,0,0,0,1524,1524,0.00
April 30 2023,Adams,CO,Passenger,1,0,1,24,25,4.00
December 31 2023,Harris,TX,Passenger,2,1,3,106,109,2.75
October 31 2020,Clark,WA,Truck,0,0,0,83139,83139,0.00
July 31 2022,Columbia,WA,Truck,0,0,0,1576,1576,0.00
October 31 2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33
November 30 2019,Sangamon,IL,Passenger,1,0,1,5,6,16.67
September 30 2020,Whatcom,WA,Truck,3,0,3,43383,43386,0.01
April 30 2018,King,WA,Truck,7,1,8,183315,183323,0.00
July 31 2020,Okaloosa,FL,Passenger,0,1,1,146,147,0.68
September 30 2023,Hamilton,OH,Truck,1,0,1,4,5,20.00
January 31 2024,,,Passenger,5,0,5,224,229,2.18
July 31 2023,Wayne,MI,Passenger,0,1,1,39,40,2.50
October 31 2020,Island,WA,Passenger,463,285,748,62826,63574,1.18
November 30 2018,Travis,TX,Passenger,1,1,2,212,214,0.93
August 31 2018,Suffolk,MA,Passenger,0,1,1,43,44,2.27
May 31 2023,Harrison,MS,Passenger,1,0,1,35,36,2.78
January 31 2018,Volusia,FL,Passenger,0,1,1,37,38,2.63
May 31 2023,Frederick,MD,Passenger,1,1,2,54,56,3.57
May 31 2019,Hawaii,HI,Passenger,1,0,1,67,68,1.47
March 31 2022,San Diego,CA,Passenger,17,6,23,2492,2515,0.91
November 30 2018,Garfield,WA,Passenger,1,1,2,1330,1332,0.15
August 31 2022,Goochland,VA,Passenger,2,2,4,116,120,3.33
August 31 2022,Placer,CA,Passenger,2,0,2,70,72,2.78
August 31 2018,Juneau,AK,Passenger,0,1,1,44,45,2.22
January 31 2019,Guadalupe,TX,Passenger,1,0,1,83,84,1.19
February 28 2022,Ada,ID,Passenger,1,0,1,191,192,0.52
January 31 2022,Coryell,TX,Passenger,1,0,1,103,104,0.96
December 31 2022,Richmond,NY,Passenger,1,0,1,4,5,20.00
January 31 2023,Albemarle,VA,Passenger,2,0,2,17,19,10.53
May 31 2020,Pinal,AZ,Passenger,1,0,1,194,195,0.51
April 30 2020,Shelby,TN,Passenger,0,1,1,96,97,1.03
May 31 2023,Cochise,AZ,Passenger,1,0,1,60,61,1.64
July 31 2023,Travis,TX,Passenger,2,0,2,91,93,2.15
February 28 2023,Portsmouth,VA,Passenger,0,1,1,71,72,1.39
July 31 2021,Charles,MD,Passenger,1,1,2,74,76,2.63
December 31 2018,Monroe,IL,Passenger,1,0,1,3,4,25.00
August 31 2018,Whatcom,WA,Passenger,654,321,975,148231,149206,0.65
October 31 2019,Douglas,WA,Passenger,63,38,101,28268,28369,0.36
August 31 2020,Klickitat,WA,Truck,0,0,0,8103,8103,0.00
October 31 2018,Palm Beach,FL,Passenger,0,2,2,90,92,2.17
February 28 2021,Clinton,PA,Passenger,1,0,1,0,1,100.00
April 30 2017,Clark,WA,Truck,0,0,0,77550,77550,0.00
October 31 2018,Collin,TX,Passenger,1,1,2,165,167,1.20
January 31 2020,Los Angeles,CA,Passenger,7,12,19,1091,1110,1.71
March 31 2021,Sacramento,CA,Passenger,2,1,3,256,259,1.16
July 31 2017,Allegheny,PA,Passenger,1,0,1,90,91,1.10
February 28 2019,Grays Harbor,WA,Truck,0,0,0,20315,20315,0.00
January 31 2021,Whitman,WA,Truck,0,0,0,8515,8515,0.00
March 31 2021,Orange,NC,Passenger,0,1,1,12,13,7.69
June 30 2022,Mason,WA,Truck,1,0,1,21039,21040,0.00
January 31 2019,Franklin,WA,Truck,0,0,0,19122,19122,0.00
February 28 2022,Thurston,WA,Passenger,1968,989,2957,195669,198626,1.49
September 30 2017,Wahkiakum,WA,Passenger,0,2,2,2836,2838,0.07
March 31 2018,Dale,AL,Passenger,0,1,1,60,61,1.64
July 31 2018,Tarrant,TX,Passenger,1,0,1,220,221,0.45
October 31 2018,Okanogan,WA,Passenger,15,21,36,26098,26134,0.14
February 28 2019,Adams,WA,Passenger,4,6,10,12666,12676,0.08
August 31 2021,Whitman,WA,Truck,0,0,0,8575,8575,0.00
March 31 2019,Lake,CA,Passenger,0,1,1,11,12,8.33
January 31 2022,Columbia,WA,Passenger,6,2,8,2450,2458,0.33
May 31 2022,Sacramento,CA,Passenger,1,1,2,224,226,0.88
February 28 2021,Milwaukee,WI,Passenger,1,0,1,45,46,2.17
September 30 2022,Marion,IA,Passenger,1,0,1,0,1,100.00
May 31 2021,Placer,CA,Passenger,2,0,2,84,86,2.33
October 31 2018,Kitsap,WA,Passenger,880,507,1387,179897,181284,0.77
March 31 2017,Morris,NJ,Passenger,1,0,1,22,23,4.35
September 30 2019,Shelby,OH,Passenger,0,1,1,2,3,33.33
August 31 2017,Maricopa,AZ,Passenger,2,1,3,1731,1734,0.17
July 31 2020,Bexar,TX,Passenger,3,5,8,623,631,1.27
October 31 2018,Flathead,MT,Passenger,1,0,1,57,58,1.72
May 31 2022,Wake,NC,Passenger,1,0,1,101,102,0.98
December 31 2019,Brevard,FL,Passenger,0,1,1,89,90,1.11
September 30 2020,Deschutes,OR,Passenger,2,0,2,140,142,1.41
December 31 2018,Oldham,KY,Passenger,0,1,1,5,6,16.67
January 31 2024,Chelan,WA,Passenger,769,216,985,53753,54738,1.80
December 31 2017,San Juan,WA,Passenger,132,43,175,13848,14023,1.25
November 30 2021,Douglas,CO,Passenger,0,1,1,85,86,1.16
December 31 2017,Franklin,WA,Truck,0,0,0,18488,18488,0.00
September 30 2022,Douglas,WA,Truck,1,0,1,12780,12781,0.01
April 30 2019,Wahkiakum,WA,Truck,0,0,0,1733,1733,0.00
October 31 2020,Cowlitz,WA,Passenger,160,122,282,72085,72367,0.39
August 31 2021,Asotin,WA,Passenger,21,17,38,12717,12755,0.30
July 31 2023,Denton,TX,Passenger,1,0,1,42,43,2.33
September 30 2022,Hennepin,MN,Passenger,1,0,1,51,52,1.92
January 31 2022,Houston,GA,Passenger,1,0,1,42,43,2.33
August 31 2022,Eau Claire,WI,Passenger,1,0,1,1,2,50.00
June 30 2018,San Diego,CA,Passenger,7,1,8,2590,2598,0.31
September 30 2023,Lincoln,WA,Passenger,21,22,43,7588,7631,0.56
March 31 2023,Kitsap,WA,Truck,57,0,57,52607,52664,0.11
April 30 2019,Pacific,WA,Truck,0,0,0,7655,7655,0.00
July 31 2019,Marion,OR,Passenger,1,0,1,122,123,0.81
December 31 2019,Guadalupe,TX,Passenger,1,0,1,72,73,1.37
May 31 2019,Nantucket,MA,Passenger,1,0,1,2,3,33.33
June 30 2020,Jones,GA,Passenger,1,0,1,1,2,50.00
June 30 2022,Mason,WA,Passenger,310,175,485,47308,47793,1.01
December 31 2022,Collin,TX,Passenger,3,0,3,65,68,4.41
April 30 2022,Adams,CO,Passenger,1,0,1,34,35,2.86
October 31 2022,Mercer,NJ,Passenger,0,1,1,15,16,6.25
May 31 2021,Henrico,VA,Passenger,0,1,1,17,18,5.56
March 31 2021,Boone,MO,Passenger,0,1,1,12,13,7.69
January 31 2021,Leavenworth,KS,Passenger,0,1,1,116,117,0.85
May 31 2020,Montgomery,OH,Passenger,0,1,1,48,49,2.04
October 31 2018,Garfield,OK,Passenger,1,0,1,15,16,6.25
February 28 2023,Suffolk,VA,Passenger,1,0,1,115,116,0.86
July 31 2022,Maricopa,AZ,Passenger,8,3,11,1006,1017,1.08
March 31 2021,Platte,MO,Passenger,1,0,1,21,22,4.55
September 30 2022,Island,WA,Passenger,875,381,1256,61512,62768,2.00
May 31 2023,Grays Harbor,WA,Passenger,292,182,474,48337,48811,0.97
February 28 2021,Grays Harbor,WA,Truck,0,0,0,21242,21242,0.00
September 30 2020,Pend Oreille,WA,Truck,0,0,0,5726,5726,0.00
January 31 2017,Yavapai,AZ,Passenger,1,0,1,87,88,1.14
March 31 2018,Contra Costa,CA,Passenger,0,1,1,461,462,0.22
February 29 2020,DeKalb,IN,Passenger,1,0,1,1,2,50.00
October 31 2023,Walla Walla,WA,Truck,7,0,7,13679,13686,0.05
January 31 2021,Montgomery,MD,Passenger,1,0,1,230,231,0.43
July 31 2021,Washington,MD,Passenger,2,0,2,11,13,15.38
July 31 2021,Albemarle,VA,Passenger,2,0,2,22,24,8.33
November 30 2023,Larimer,CO,Passenger,1,0,1,23,24,4.17
January 31 2018,Klickitat,WA,Passenger,24,26,50,14934,14984,0.33
October 31 2023,Whitman,WA,Truck,5,0,5,8648,8653,0.06
November 30 2017,Island,WA,Passenger,147,157,304,61319,61623,0.49
March 31 2023,Clark,WA,Passenger,5294,2159,7453,313721,321174,2.32
February 28 2018,Montgomery,MD,Passenger,1,0,1,299,300,0.33
September 30 2020,El Paso,TX,Passenger,3,0,3,427,430,0.70
February 28 2018,Manassas,VA,Passenger,0,1,1,9,10,10.00
March 31 2020,Randolph,NC,Passenger,1,0,1,8,9,11.11
April 30 2022,Albemarle,VA,Passenger,3,0,3,21,24,12.50
August 31 2022,Pend Oreille,WA,Passenger,18,12,30,9015,9045,0.33
May 31 2020,King,WA,Truck,5,1,6,181374,181380,0.00
August 31 2021,Douglas,WA,Truck,0,0,0,12679,12679,0.00
September 30 2021,Milwaukee,WI,Passenger,1,0,1,42,43,2.33
July 31 2018,Garfield,OK,Passenger,1,0,1,17,18,5.56
November 30 2022,Hamilton,OH,Truck,1,0,1,4,5,20.00
February 28 2017,New London,CT,Passenger,2,0,2,263,265,0.75
January 31 2019,Ferry,WA,Passenger,3,2,5,4389,4394,0.11
January 31 2022,Orange,NC,Passenger,0,1,1,12,13,7.69
July 31 2019,Palm Beach,FL,Passenger,0,2,2,85,87,2.30
May 31 2021,Suffolk,VA,Passenger,1,0,1,126,127,0.79
September 30 2020,Fort Bend,TX,Passenger,1,0,1,44,45,2.22
January 31 2020,Arlington,VA,Passenger,0,2,2,156,158,1.27
March 31 2023,Clark,NV,Passenger,8,2,10,450,460,2.17
February 28 2022,Pennington,SD,Passenger,2,0,2,32,34,5.88
January 31 2024,Yakima,WA,Truck,17,0,17,60180,60197,0.03
December 31 2021,Clark,WA,Truck,1,0,1,83950,83951,0.00
December 31 2017,Garfield,WA,Truck,0,0,0,942,942,0.00
March 31 2023,Island,WA,Passenger,983,421,1404,61238,62642,2.24
December 31 2019,El Paso,CO,Passenger,2,1,3,752,755,0.40
May 31 2023,Prince William,VA,Passenger,1,2,3,168,171,1.75
August 31 2021,Randolph,NC,Passenger,1,0,1,6,7,14.29
February 28 2023,Cass,MN,Passenger,0,1,1,1,2,50.00
May 31 2019,Multnomah,OR,Passenger,5,5,10,763,773,1.29
January 31 2023,Harrison,MS,Passenger,1,0,1,38,39,2.56
November 30 2021,Sarpy,NE,Passenger,1,0,1,69,70,1.43
November 30 2022,Eagle,CO,Passenger,1,0,1,7,8,12.50
August 31 2023,Grays Harbor,WA,Passenger,334,201,535,48156,48691,1.10
March 31 2021,El Paso,CO,Passenger,3,0,3,701,704,0.43
January 31 2018,Garfield,WA,Truck,0,0,0,944,944,0.00
May 31 2017,King,WA,Passenger,9793,3989,13782,1376865,1390647,0.99
August 31 2021,San Diego,CA,Passenger,19,5,24,2584,2608,0.92
January 31 2023,Chelan,WA,Truck,15,0,15,23091,23106,0.06
September 30 2022,Walla Walla,WA,Truck,2,0,2,13938,13940,0.01
March 31 2018,Los Angeles,CA,Passenger,4,4,8,1204,1212,0.66
April 30 2022,Moore,NC,Passenger,0,1,1,123,124,0.81
March 31 2020,New London,CT,Passenger,1,1,2,240,242,0.83
October 31 2023,Frederick,MD,Passenger,2,1,3,52,55,5.45
November 30 2017,Franklin,OH,Passenger,0,1,1,108,109,0.92
July 31 2023,Oldham,KY,Passenger,0,1,1,3,4,25.00
September 30 2021,Skagit,WA,Truck,1,0,1,32915,32916,0.00
June 30 2018,Broward,FL,Passenger,1,1,2,132,134,1.49
November 30 2021,Travis,TX,Passenger,5,3,8,149,157,5.10
February 28 2022,San Joaquin,CA,Passenger,1,1,2,97,99,2.02
December 31 2017,Hamilton,IN,Passenger,1,0,1,54,55,1.82
August 31 2023,Virginia Beach,VA,Truck,1,0,1,99,100,1.00
April 30 2019,Owyhee,ID,Passenger,1,0,1,5,6,16.67
May 31 2019,San Juan,WA,Passenger,207,71,278,14352,14630,1.90
May 31 2021,Columbia,WA,Passenger,6,3,9,2475,2484,0.36
August 31 2022,Garfield,WA,Passenger,1,3,4,1314,1318,0.30
December 31 2019,Klickitat,WA,Passenger,46,38,84,15671,15755,0.53
June 30 2017,Bexar,TX,Passenger,1,1,2,946,948,0.21
April 30 2019,San Mateo,CA,Passenger,2,1,3,125,128,2.34
February 28 2023,Travis,TX,Passenger,3,0,3,100,103,2.91
July 31 2017,Nassau,NY,Passenger,1,1,2,39,41,4.88
January 31 2022,Pulaski,MO,Passenger,2,0,2,124,126,1.59
November 30 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
January 31 2022,El Paso,CO,Passenger,3,0,3,672,675,0.44
November 30 2018,Ada,ID,Passenger,0,2,2,326,328,0.61
February 28 2019,Grant,WA,Truck,0,0,0,26310,26310,0.00
July 31 2017,Garfield,WA,Passenger,0,0,0,1296,1296,0.00
April 30 2023,Rock Island,IL,Passenger,0,1,1,13,14,7.14
September 30 2023,Skagit,WA,Truck,27,0,27,31729,31756,0.09
November 30 2021,Orange,CA,Passenger,5,2,7,424,431,1.62
May 31 2022,Bartow,GA,Passenger,0,1,1,5,6,16.67
March 31 2022,Collin,TX,Passenger,3,0,3,109,112,2.68
January 31 2023,Newport,RI,Passenger,0,1,1,62,63,1.59
December 31 2019,Washington,OR,Passenger,1,0,1,467,468,0.21
May 31 2019,Fairfax,VA,Passenger,4,2,6,791,797,0.75
January 31 2019,Williamson,TX,Passenger,0,1,1,156,157,0.64
June 30 2023,Alexandria,VA,Passenger,3,1,4,87,91,4.40
September 30 2019,Kent,MI,Passenger,0,1,1,25,26,3.85
June 30 2021,Spartanburg,SC,Passenger,0,1,1,54,55,1.82
March 31 2024,Clark,WA,Passenger,7638,2751,10389,304303,314692,3.30
January 31 2024,Jefferson,WA,Passenger,670,279,949,23967,24916,3.81
March 31 2021,Grant,WA,Truck,0,0,0,27751,27751,0.00
July 31 2022,Sedgwick,KS,Passenger,1,1,2,73,75,2.67
March 31 2018,Montgomery,PA,Passenger,1,0,1,35,36,2.78
May 31 2021,Harnett,NC,Passenger,1,1,2,188,190,1.05
June 30 2019,Maui,HI,Passenger,2,0,2,48,50,4.00
October 31 2020,Monroe,IL,Passenger,1,0,1,2,3,33.33
October 31 2019,Tarrant,TX,Passenger,3,0,3,201,204,1.47
July 31 2018,Snohomish,WA,Truck,1,0,1,121672,121673,0.00
December 31 2022,Whitman,WA,Truck,3,0,3,8645,8648,0.03
May 31 2022,Columbia,WA,Truck,0,0,0,1580,1580,0.00
February 28 2022,Norfolk,VA,Passenger,2,3,5,314,319,1.57
April 30 2023,Loudoun,VA,Passenger,3,1,4,60,64,6.25
August 31 2022,New Haven,CT,Passenger,0,2,2,32,34,5.88
September 30 2023,Adams,CO,Passenger,1,0,1,17,18,5.56
December 31 2021,Virginia Beach,VA,Passenger,2,0,2,566,568,0.35
February 28 2022,Grant,WA,Truck,0,0,0,27994,27994,0.00
April 30 2018,Duval,FL,Passenger,1,2,3,379,382,0.79
August 31 2020,Duval,FL,Passenger,0,2,2,371,373,0.54
August 31 2018,Prince William,VA,Passenger,0,5,5,258,263,1.90
September 30 2022,Palm Beach,FL,Passenger,0,1,1,55,56,1.79
July 31 2018,Beaufort,SC,Passenger,1,0,1,40,41,2.44
May 31 2022,Middlesex,NJ,Passenger,1,0,1,21,22,4.55
March 31 2021,Clark,WA,Truck,0,0,0,83815,83815,0.00
October 31 2020,Mason,WA,Passenger,165,132,297,47483,47780,0.62
March 31 2017,Montgomery,TN,Passenger,1,0,1,289,290,0.34
December 31 2021,Prince William,VA,Passenger,1,2,3,207,210,1.43
December 31 2017,Virginia Beach,VA,Passenger,2,1,3,663,666,0.45
April 30 2022,Whitman,WA,Passenger,83,56,139,22021,22160,0.63
October 31 2022,Jefferson,NY,Passenger,1,0,1,209,210,0.48
October 31 2020,Stevens,WA,Passenger,37,39,76,30355,30431,0.25
February 28 2023,Camden,NJ,Passenger,0,1,1,13,14,7.14
September 30 2019,Valencia,NM,Passenger,1,0,1,8,9,11.11
January 31 2018,Walla Walla,WA,Truck,0,0,0,13324,13324,0.00
December 31 2023,Garfield,WA,Truck,0,0,0,971,971,0.00
February 28 2019,Larimer,CO,Passenger,1,0,1,58,59,1.69
February 28 2023,Monterey,CA,Passenger,0,4,4,137,141,2.84
March 31 2023,Beaufort,SC,Passenger,1,0,1,28,29,3.45
June 30 2021,Tarrant,TX,Passenger,2,0,2,149,151,1.32
March 31 2022,Platte,MO,Passenger,1,0,1,20,21,4.76
January 31 2023,Randolph,NC,Passenger,1,0,1,5,6,16.67
November 30 2023,Autauga,AL,Passenger,2,0,2,10,12,16.67
